DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
D46Z,Other myelodysplastic syndromes,D46,ICD10,"NEOPLASMS OF UNCERTAIN BEHAVIOR, POLYCYTHEMIA VERA AND MYELODYSPLASTIC SYNDROMES (D37-D48)",
I69154,Hemiplga following ntrm intcrbl hemor aff left nondom side,I6915,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I97711,Intraoperative cardiac arrest during other surgery,I9771,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
I824Y1,Ac emblsm and thombos unsp deep veins of r prox low extrm,I824Y,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
I6783,Posterior reversible encephalopathy syndrome,I678,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
L02612,Cutaneous abscess of left foot,L0261,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
R2242,"Localized swelling, mass and lump, left lower limb",R224,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
K420,"Umbilical hernia with obstruction, without gangrene",K42,ICD10,HERNIA (K40-K46),
M3500,"Sicca syndrome, unspecified",M350,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
Z1239,Encounter for oth screening for malignant neoplasm of breast,Z123,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
M25561,Pain in right knee,M2556,ICD10,OTHER JOINT DISORDERS (M20-M25),
R911,Solitary pulmonary nodule,R91,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R3129,Other microscopic hematuria,R312,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
S83241A,"Oth tear of medial meniscus, current injury, r knee, init",S83241,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
R1030,"Lower abdominal pain, unspecified",R103,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
M7552,Bursitis of left shoulder,M755,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
I714,"Abdominal aortic aneurysm, without rupture",I71,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
I358,Other nonrheumatic aortic valve disorders,I35,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
M07611,"Enteropathic arthropathies, right shoulder",M0761,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
S52501A,"Unsp fracture of the lower end of right radius, init",S52501,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
I160,Hypertensive urgency,I16,ICD10,HYPERTENSIVE DISEASES (I10-I16),
M65332,"Trigger finger, left middle finger",M6533,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
T148XXS,"Other injury of unspecified body region, sequela",T148,ICD10,INJURY OF UNSPECIFIED BODY REGION (T14),
R232,Flushing,R23,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
N201,Calculus of ureter,N20,ICD10,UROLITHIASIS (N20-N23),
W540XXD,"Bitten by dog, subsequent encounter",W540,ICD10,EXPOSURE TO ANIMATE MECHANICAL FORCES (W50-W64),
T07,Unspecified multiple injuries,,ICD10,INJURIES INVOLVING MULTIPLE BODY REGIONS (T07),
S86111A,"Strain musc/tend post grp at low leg level, right leg, init",S86111,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
H9201,"Otalgia, right ear",H920,ICD10,OTHER DISORDERS OF EAR (H90-H94),
S62102A,"Fracture of unsp carpal bone, left wrist, init for clos fx",S62102,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
G9001,Carotid sinus syncope,G900,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
C3402,Malignant neoplasm of left main bronchus,C340,ICD10,MALIGNANT NEOPLASMS OF RESPIRATORY AND INTRATHORACIC ORGANS (C30-C39),
M11811,"Other specified crystal arthropathies, right shoulder",M1181,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
S76201A,"Unsp injury of adductor musc/fasc/tend right thigh, init",S76201,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
S93401A,"Sprain of unspecified ligament of right ankle, init encntr",S93401,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
M158,Other polyosteoarthritis,M15,ICD10,OSTEOARTHRITIS (M15-M19),
S46021A,"Laceration of musc/tend the rotator cuff of r shoulder, init",S46021,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
N8320,Unspecified ovarian cysts,N832,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
M12831,"Oth specific arthropathies, NEC, right wrist",M1283,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
Q667,Congenital pes cavus,,ICD10,CONGENITAL MALFORMATIONS AND DEFORMATIONS OF THE MUSCULOSKELETAL SYSTEM (Q65-Q79),
J84113,Idiopathic non-specific interstitial pneumonitis,J8411,ICD10,OTHER RESPIRATORY DISEASES PRINCIPALLY AFFECTING THE INTERSTITIUM (J80-J84),
F518,Oth sleep disord not due to a sub or known physiol cond,F51,ICD10,BEHAVIORAL SYNDROMES ASSOCIATED WITH PHYSIOLOGICAL DISTURBANCES AND PHYSICAL FACTORS (F50-F59),
K91850,Pouchitis,K9185,ICD10,OTHER DISEASES OF THE DIGESTIVE SYSTEM (K90-K95),
Q6119,"Other polycystic kidney, infantile type",Q611,ICD10,CONGENITAL MALFORMATIONS OF THE URINARY SYSTEM (Q60-Q64),
S2242XD,"Multiple fx of ribs, left side, subs for fx w routn heal",S2242,ICD10,INJURIES TO THE THORAX (S20-S29),
T691XXA,"Chilblains, initial encounter",T691,ICD10,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES (T66-T78),
K712,Toxic liver disease with acute hepatitis,K71,ICD10,DISEASES OF LIVER (K70-K77),
K068,Oth disrd of gingiva and edentulous alveolar ridge,K06,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
H4920,"Sixth [abducent] nerve palsy, unspecified eye",H492,ICD10,"DISORDERS OF OCULAR MUSCLES, BINOCULAR MOVEMENT, ACCOMMODATION AND REFRACTION (H49-H52)",
T45514D,"Poisoning by anticoagulants, undetermined, subs encntr",T45514,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
S06330D,"Contus/lac cereb, w/o loss of consciousness, subs",S06330,ICD10,INJURIES TO THE HEAD (S00-S09),
S92302B,"Fx unsp metatarsal bone(s), left foot, init for opn fx",S92302,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
J4540,"Moderate persistent asthma, uncomplicated",J454,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
J479,"Bronchiectasis, uncomplicated",J47,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
T464X5S,"Adverse effect of angiotens-convert-enzyme inhibtr, sequela",T464X5,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
M4716,"Other spondylosis with myelopathy, lumbar region",M471,ICD10,SPONDYLOPATHIES (M45-M49),
S46001D,"Unsp inj musc/tend the rotator cuff of r shoulder, subs",S46001,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
I868,Varicose veins of other specified sites,I86,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
J811,Chronic pulmonary edema,J81,ICD10,OTHER RESPIRATORY DISEASES PRINCIPALLY AFFECTING THE INTERSTITIUM (J80-J84),
S72401D,"Unsp fx lower end of r femur, subs for clos fx w routn heal",S72401,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
K5100,Ulcerative (chronic) pancolitis without complications,K510,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
Q6652,"Congenital pes planus, left foot",Q665,ICD10,CONGENITAL MALFORMATIONS AND DEFORMATIONS OF THE MUSCULOSKELETAL SYSTEM (Q65-Q79),
J61,Pneumoconiosis due to asbestos and other mineral fibers,,ICD10,LUNG DISEASES DUE TO EXTERNAL AGENTS (J60-J70),
S72041A,"Disp fx of base of neck of right femur, init for clos fx",S72041,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
E237,"Disorder of pituitary gland, unspecified",E23,ICD10,DISORDERS OF OTHER ENDOCRINE GLANDS (E20-E35),
S82401D,"Unsp fx shaft of r fibula, subs for clos fx w routn heal",S82401,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
L97919,Non-prs chronic ulc unsp prt of r low leg w unsp severity,L9791,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
C44602,"Unsp malignant neoplasm skin/ right upper limb, inc shoulder",C4460,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
Q2112,Patent foramen ovale,Q211,ICD10,CONGENITAL MALFORMATIONS OF THE CIRCULATORY SYSTEM (Q20-Q28),
Z889,Allergy status to unsp drug/meds/biol subst status,Z88,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Q2572,Congenital pulmonary arteriovenous malformation,Q257,ICD10,CONGENITAL MALFORMATIONS OF THE CIRCULATORY SYSTEM (Q20-Q28),
S92902G,"Unsp fracture of left foot, subs for fx w delay heal",S92902,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
N4601,Organic azoospermia,N460,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
D351,Benign neoplasm of parathyroid gland,D35,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
S92342A,"Disp fx of fourth metatarsal bone, left foot, init",S92342,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
M13862,"Other specified arthritis, left knee",M1386,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
J810,Acute pulmonary edema,J81,ICD10,OTHER RESPIRATORY DISEASES PRINCIPALLY AFFECTING THE INTERSTITIUM (J80-J84),
N493,Fournier gangrene,N49,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
E8720,"Acidosis, unspecified",E872,ICD10,METABOLIC DISORDERS (E70-E88),
J9801,Acute bronchospasm,J980,ICD10,OTHER DISEASES OF THE RESPIRATORY SYSTEM (J96-J99),
H3530,Unspecified macular degeneration,H353,ICD10,DISORDERS OF CHOROID AND RETINA (H30-H36),
M6020,"Foreign body granuloma of soft tissue, NEC, unsp site",M602,ICD10,DISORDERS OF MUSCLES (M60-M63),
O926,Galactorrhea,O92,ICD10,COMPLICATIONS PREDOMINANTLY RELATED TO THE PUERPERIUM (O85-O92),
K739,"Chronic hepatitis, unspecified",K73,ICD10,DISEASES OF LIVER (K70-K77),
I501,"Left ventricular failure, unspecified",I50,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction,I22,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
I69320,Aphasia following cerebral infarction,I6932,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
G44001,"Cluster headache syndrome, unspecified, intractable",G4400,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
C9211,"Chronic myeloid leukemia, BCR/ABL-positive, in remission",C921,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
S7221XA,"Displaced subtrochanteric fracture of right femur, init",S7221,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
H9311,"Tinnitus, right ear",H931,ICD10,OTHER DISORDERS OF EAR (H90-H94),
N481,Balanitis,N48,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
S71102A,"Unspecified open wound, left thigh, initial encounter",S71102,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
M67442,"Ganglion, left hand",M6744,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
I3131,Malignant pericardial effusion in diseases classd elswhr,I313,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
E8779,Other fluid overload,E877,ICD10,METABOLIC DISORDERS (E70-E88),
I359,"Nonrheumatic aortic valve disorder, unspecified",I35,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
M2142,"Flat foot [pes planus] (acquired), left foot",M214,ICD10,OTHER JOINT DISORDERS (M20-M25),
T464X5D,"Adverse effect of angiotens-convert-enzyme inhibitors, subs",T464X5,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
Z6820,"Body mass index [BMI] 20.0-20.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
M9959,Intvrt disc stenos of neural canal of abd and oth regions,M995,ICD10,"BIOMECHANICAL LESIONS, NOT ELSEWHERE CLASSIFIED (M99)",
H60509,"Unsp acute noninfective otitis externa, unspecified ear",H6050,ICD10,DISEASES OF EXTERNAL EAR (H60-H62),
T40604A,"Poisoning by unsp narcotics, undetermined, init encntr",T40604,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
K08439,"Partial loss of teeth due to caries, unspecified class",K0843,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
T161XXA,"Foreign body in right ear, initial encounter",T161,ICD10,EFFECTS OF FOREIGN BODY ENTERING THROUGH NATURAL ORIFICE (T15-T19),
J219,"Acute bronchiolitis, unspecified",J21,ICD10,OTHER ACUTE LOWER RESPIRATORY INFECTIONS (J20-J22),
I513,"Intracardiac thrombosis, not elsewhere classified",I51,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
N528,Other male erectile dysfunction,N52,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
H04122,Dry eye syndrome of left lacrimal gland,H0412,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
S91301D,"Unspecified open wound, right foot, subsequent encounter",S91301,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
Z941,Heart transplant status,Z94,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
L02211,Cutaneous abscess of abdominal wall,L0221,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
I716,"Thoracoabdominal aortic aneurysm, without rupture",,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
H6993,"Unspecified Eustachian tube disorder, bilateral",H699,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
I63131,Cerebral infarction due to embolism of right carotid artery,I6313,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
K5090,"Crohn's disease, unspecified, without complications",K509,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
R739,"Hyperglycemia, unspecified",R73,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R569,Unspecified convulsions,R56,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
D6859,Other primary thrombophilia,D685,ICD10,"COAGULATION DEFECTS, PURPURA AND OTHER HEMORRHAGIC CONDITIONS (D65-D69)",
Z803,Family history of malignant neoplasm of breast,Z80,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
C7951,Secondary malignant neoplasm of bone,C795,ICD10,"MALIGNANT NEOPLASMS OF ILL-DEFINED, OTHER SECONDARY AND UNSPECIFIED SITES (C76-C80)",
M87051,Idiopathic aseptic necrosis of right femur,M8705,ICD10,OTHER OSTEOPATHIES (M86-M90),
E089,Diabetes due to underlying condition w/o complications,E08,ICD10,DIABETES MELLITUS (E08-E13),
Z2821,Immunization not carried out because of patient refusal,Z282,ICD10,662,
M86161,"Other acute osteomyelitis, right tibia and fibula",M8616,ICD10,OTHER OSTEOPATHIES (M86-M90),
S3730XD,"Unspecified injury of urethra, subsequent encounter",S3730,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
I701,Atherosclerosis of renal artery,I70,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
D801,Nonfamilial hypogammaglobulinemia,D80,ICD10,CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM (D80-D89),
S0501XA,"Inj conjunctiva and corneal abrasion w/o fb, right eye, init",S0501,ICD10,INJURIES TO THE HEAD (S00-S09),
S43015A,"Anterior dislocation of left humerus, initial encounter",S43015,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
V00811A,"Fall from moving wheelchair (powered), initial encounter",V00811,ICD10,PEDESTRIAN INJURED IN TRANSPORT ACCIDENT (V00-V09),
M62449,"Contracture of muscle, unspecified hand",M6244,ICD10,DISORDERS OF MUSCLES (M60-M63),
L7632,"Postproc hematoma of skin, subcu following other procedure",L763,ICD10,INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS OF SKIN AND SUBCUTANEOUS TISSUE (L76),
R8271,Bacteriuria,R827,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
Z9489,Other transplanted organ and tissue status,Z948,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Q0700,Arnold-Chiari syndrome without spina bifida or hydrocephalus,Q070,ICD10,CONGENITAL MALFORMATIONS OF THE NERVOUS SYSTEM (Q00-Q07),
C184,Malignant neoplasm of transverse colon,C18,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
R509,"Fever, unspecified",R50,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
N319,"Neuromuscular dysfunction of bladder, unspecified",N31,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
N281,"Cyst of kidney, acquired",N28,ICD10,OTHER DISORDERS OF KIDNEY AND URETER (N25-N29),
M7501,Adhesive capsulitis of right shoulder,M750,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
F0280,Dementia in oth diseases classd elswhr w/o behavrl disturb,F028,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
N816,Rectocele,N81,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
I70208,"Unsp athscl native arteries of extremities, oth extremity",I7020,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
O09523,"Supervision of elderly multigravida, third trimester",O0952,ICD10,SUPERVISION OF HIGH RISK PREGNANCY (O09),
R4182,"Altered mental status, unspecified",R418,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
N3289,Other specified disorders of bladder,N328,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
E119,Type 2 diabetes mellitus without complications,E11,ICD10,DIABETES MELLITUS (E08-E13),
J029,"Acute pharyngitis, unspecified",J02,ICD10,ACUTE UPPER RESPIRATORY INFECTIONS (J00-J06),
O99213,"Obesity complicating pregnancy, third trimester",O9921,ICD10,"OTHER OBSTETRIC CONDITIONS, NOT ELSEWHERE CLASSIFIED (O94-O9A)",
G8222,"Paraplegia, incomplete",G822,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
S72401B,"Unsp fx lower end of right femur, init for opn fx type I/2",S72401,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
I342,Nonrheumatic mitral (valve) stenosis,I34,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
S42001D,"Fx unsp part of r clavicle, subs for fx w routn heal",S42001,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
L439,"Lichen planus, unspecified",L43,ICD10,PAPULOSQUAMOUS DISORDERS (L40-L45),
I83008,Varicos vn unsp low extrm w ulcer oth part of lower leg,I8300,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
I409,"Acute myocarditis, unspecified",I40,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
S064X9A,"Epidural hemorrhage w LOC of unsp duration, init",S064X9,ICD10,INJURIES TO THE HEAD (S00-S09),
A498,Other bacterial infections of unspecified site,A49,ICD10,OTHER BACTERIAL DISEASES (A30-A49),
E273,Drug-induced adrenocortical insufficiency,E27,ICD10,DISORDERS OF OTHER ENDOCRINE GLANDS (E20-E35),
N451,Epididymitis,N45,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
L02419,"Cutaneous abscess of limb, unspecified",L0241,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
S82851A,"Displaced trimalleolar fracture of right lower leg, init",S82851,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
N5089,Other specified disorders of the male genital organs,N508,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
E7204,Cystinosis,E720,ICD10,METABOLIC DISORDERS (E70-E88),
I659,Occlusion and stenosis of unspecified precerebral artery,I65,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
M5126,"Other intervertebral disc displacement, lumbar region",M512,ICD10,OTHER DORSOPATHIES (M50-M54),
M329,"Systemic lupus erythematosus, unspecified",M32,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
G834,Cauda equina syndrome,G83,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
I059,"Rheumatic mitral valve disease, unspecified",I05,ICD10,CHRONIC RHEUMATIC HEART DISEASES (I05-I09),
S83206S,"Unsp tear of unsp meniscus, current injury, r knee, sequela",S83206,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
I779,"Disorder of arteries and arterioles, unspecified",I77,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
N399,"Disorder of urinary system, unspecified",N39,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
M2141,"Flat foot [pes planus] (acquired), right foot",M214,ICD10,OTHER JOINT DISORDERS (M20-M25),
I890,"Lymphedema, not elsewhere classified",I89,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
M4134,"Thoracogenic scoliosis, thoracic region",M413,ICD10,DEFORMING DORSOPATHIES (M40-M43),
E03,Other hypothyroidism,,ICD10,DISORDERS OF THYROID GLAND (E00-E07),
L89322,"Pressure ulcer of left buttock, stage 2",L8932,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
I8001,Phlebitis and thombophlb of superfic vessels of r low extrem,I800,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
S50312A,"Abrasion of left elbow, initial encounter",S50312,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
K9189,Oth postprocedural complications and disorders of dgstv sys,K918,ICD10,OTHER DISEASES OF THE DIGESTIVE SYSTEM (K90-K95),
M129,"Arthropathy, unspecified",M12,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
N8500,"Endometrial hyperplasia, unspecified",N850,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
I519,"Heart disease, unspecified",I51,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
B179,"Acute viral hepatitis, unspecified",B17,ICD10,VIRAL HEPATITIS (B15-B19),
M25559,Pain in unspecified hip,M2555,ICD10,OTHER JOINT DISORDERS (M20-M25),
I951,Orthostatic hypotension,I95,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
F10929,"Alcohol use, unspecified with intoxication, unspecified",F1092,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
Z8759,"Personal history of comp of preg, chldbrth and the puerp",Z875,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
L52,Erythema nodosum,,ICD10,URTICARIA AND ERYTHEMA (L49-L54),
Z20822,Contact with and (suspected) exposure to COVID-19,Z2082,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z29),
